attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,class
38,29,307494,228556,95959,15176,51692,6777,8692,1693,6
27,24,230227,66432,8337,17431,14790,3633,2103,713,6
30,21,122486,14218,6996,6547,24270,2170,1737,1126,6
27,29,362521,9584,6072,3822,1436,1230,985,286,6
26,38,298290,17765,5664,3884,2392,1114,499,337,6
16,27,526842,47166,5833,4488,5426,2042,917,1519,6
23,23,617716,358349,81804,43160,31103,16870,4977,1825,6
30,27,723363,114006,78775,81123,46387,26223,4433,1895,6
41,30,738104,38637,46027,16605,41981,14553,4230,2005,6
51,34,1130856,104722,28868,11106,43324,11881,3184,2860,6
77,30,1216510,48925,6195,31518,87014,36158,6619,6135,6
80,30,1065391,18019,12836,12001,5223,4648,891,1471,6
63,30,869328,361757,205031,74220,29967,21929,6567,8368,6
64,44,225205,8649,15486,10505,6161,3499,1043,412,6
43,54,584659,45699,29147,35551,10527,5339,2741,413,6
30,41,1144936,229788,10803,27077,10925,12046,22420,5824,6
51,48,140329,15307,27626,33178,5516,18201,11056,2550,6
51,38,868844,377939,115411,28715,17165,12321,7196,1985,6
61,53,39985,23015,37597,2696,7262,7457,2950,4370,6
53,54,26598,20618,60276,25234,13704,9712,8170,1826,6
44,51,66053,48644,9166,51089,8070,9870,14408,1116,6
44,56,186834,149839,56235,34238,3537,5696,7414,2573,6
41,50,357414,36358,18075,1823,4116,4151,1545,842,6
43,44,181728,30651,24519,13478,5788,7791,2772,1136,6
35,37,391482,271905,67158,30448,12944,14634,4743,4613,6
50,21,432736,144931,4186,10990,17658,13595,7836,1762,6
43,16,1176155,321065,33540,35662,29550,16450,4789,5042,6
38,7,1816134,234188,15338,74142,15492,19394,6293,1799,6
60,16,14081,9812,14742,10649,5146,12672,4903,1072,6
69,34,10000,7241,7632,16868,10846,6937,4425,3920,6
60,41,529046,319065,113358,85714,17063,9366,3743,1881,6
54,50,465402,100499,34805,67965,17122,7628,6133,3454,6
29,48,155602,181733,47883,126170,21399,12526,9615,1550,6
17,37,1050226,131188,604,30758,14781,11056,8177,9361,6
41,44,31090,23171,28354,29595,1244,13671,3889,2447,6
40,35,260119,226143,29948,41671,49978,9196,2928,1408,6
54,23,1217786,83920,4730,14610,20809,16724,3228,3368,6
56,43,15256,9125,85223,32691,20338,9454,5874,933,6
54,34,755560,19212,9942,1126,4064,4481,830,246,6
67,35,343082,151868,29381,16481,9223,18510,4749,987,6
51,38,222034,305674,55491,47880,12519,16102,2410,3217,6
53,29,214113,67560,76452,28130,21817,13968,2842,1610,6
41,40,180963,49059,96873,20226,24201,8866,7212,3082,6
41,44,725164,53624,21775,18546,6454,8359,920,2162,6
50,44,553944,121952,28413,17482,7137,13577,3692,2253,6
54,41,121858,63785,46439,14001,12742,17389,8194,2753,6
50,34,64441,219258,43087,63759,10511,10582,5371,1358,6
53,27,268556,131234,17987,21232,9362,22430,3465,1700,6
51,30,473896,28620,8776,12074,7221,3531,962,630,6
43,21,129326,84357,8309,6506,6421,6551,1460,565,6
53,26,35080,46716,28525,28827,17265,8658,5960,1947,6
53,37,344524,28146,19887,31073,10716,10060,8263,3074,6
53,37,161831,148168,74144,7059,8406,15308,4816,3526,6
57,47,972377,86350,58443,10286,7371,14437,7399,2643,6
53,56,1616711,106153,105556,30168,16752,16178,2186,1868,6
53,51,1420770,164177,15947,27223,15890,13812,4784,3379,6
63,48,98324,29963,7109,12493,4622,12817,4081,3084,6
60,38,35515,63918,43667,43475,17466,11812,1571,3129,6
61,26,337136,195912,32123,17240,15293,19732,3341,989,6
61,34,181900,87709,12816,58541,36211,11274,4997,858,6
51,29,169585,132322,28980,21890,25321,21875,3928,4300,6
53,24,1034952,170283,74895,34245,33117,26330,7161,4276,6
60,27,12284,77352,17721,15397,10824,17840,5740,2605,6
57,21,84030,104999,13720,16320,25160,9924,7202,3265,6
41,16,1178124,313425,18599,15919,17663,9715,4989,1746,6
40,23,92147,67104,53275,38975,17476,22424,3096,1259,6
40,23,220271,22436,3812,1513,2240,895,516,129,6
29,30,585196,255402,46022,131917,30763,13092,5484,680,6
26,43,501294,6030,39803,8739,4688,2793,1714,407,6
29,56,274983,145388,36539,70099,19086,11231,5444,4339,6
13,51,234317,84548,29794,17199,10302,4006,1220,1061,6
26,56,154962,78328,94005,71054,47567,22836,5070,2309,6
29,51,12705,66682,66867,90028,9369,14706,10640,3352,6
47,51,28828,64802,42244,29756,23015,28997,3034,2764,6
57,60,1507660,78586,103202,55610,6059,18957,5863,3012,6
57,64,4675,15445,39306,7934,4033,6195,2020,3570,6
53,63,1883588,79680,117544,16852,8513,9022,2235,1330,6
40,74,3373,49185,114335,17286,2823,10877,2982,2133,6
30,64,92421,219565,86492,36113,11376,13240,9950,3249,6
23,60,550940,104617,74627,41813,12092,10611,5159,3723,6
30,40,1025939,188196,10806,15060,12353,18730,6755,1458,6
43,40,386284,1797,5247,6455,1373,2418,853,549,6
54,29,16522,114773,9213,10276,21214,14898,4839,1076,6
66,26,10618,19655,15821,7308,11594,6505,3137,4722,6
75,50,4576,16420,46455,60757,3812,27633,3164,1601,6
69,34,707793,123338,8720,33724,52077,15848,5761,1325,6
67,53,11587,20579,51942,28067,14469,8224,14072,2398,6
54,66,7490,26072,143690,21862,9838,8131,3243,4695,6
41,60,124615,61592,50718,26185,11057,7927,6856,1676,6
29,70,9552,135605,134838,39934,14093,11117,6508,1344,6
38,63,472399,54913,28975,15690,6626,19705,2715,2242,6
38,41,331986,162356,11880,37230,11281,8651,3416,3950,6
38,41,676579,27270,8984,3798,3050,1342,681,282,6
41,37,2304193,78069,23680,33147,16033,10785,1733,337,6
38,34,615814,39425,14678,15840,4713,2024,1405,656,6
27,37,275057,55580,29876,35724,19711,8007,5757,3135,6
34,48,1552465,43039,65632,13002,17423,9185,5585,1544,6
24,40,1227132,207269,46898,5302,21113,8806,2654,2261,6
24,35,1871510,192334,50073,12630,9545,7389,4700,2591,6
37,27,869840,35586,8792,12524,11771,11216,2354,2524,6
37,27,310889,31855,8404,6027,2455,1799,641,296,6
53,21,817314,9390,2832,7651,8539,6744,1857,202,6
53,21,388705,24784,3733,1102,3763,1856,556,173,6
48,26,1209432,311993,59356,77934,32267,9843,13490,5822,6
61,27,153635,28004,3837,10336,7051,4372,1652,398,6
67,29,753641,31823,17557,21759,22189,24983,1134,1667,6
43,26,1462743,271113,25135,42918,29303,10554,7218,2856,6
63,16,649682,6675,733,399,822,1344,398,134,6
69,13,271666,33835,1420,8411,9266,7858,2253,535,6
47,7,1933178,318147,39355,34697,24727,13777,19802,12075,6
51,13,211391,129902,26127,77325,25740,12602,3673,2380,6
54,37,56738,15002,9762,5178,4382,2956,1201,672,7
47,40,496363,191882,34237,66763,49541,26967,7599,5711,7
41,44,843912,69826,33643,23544,9462,3571,1123,1075,7
43,50,1658862,37466,28113,19726,9846,9202,2300,3564,7
53,47,369862,16084,4371,19560,15998,9285,1894,353,7
53,47,249732,7192,2029,1070,1307,1080,400,89,7
74,53,217231,21210,72413,10483,14728,16225,3442,1876,7
74,56,170129,40835,49021,18896,6400,10380,5030,2343,7
67,57,220435,36084,30102,16410,13273,13624,6133,1917,7
56,57,1778593,194557,51907,21754,26614,10753,3247,4215,7
64,50,3688,25538,12868,16738,5395,17918,6445,2033,7
64,51,6469,28372,49300,38770,16269,12456,5082,1608,7
69,57,12215,10592,45384,28071,17623,18763,4113,3249,7
75,70,455088,57934,55791,126032,31028,15075,7305,4166,7
81,67,62153,14525,9421,6311,4439,17588,2489,2142,7
75,51,425642,138754,11949,11704,16482,10009,7611,1977,7
81,47,7360,13401,22559,13883,7213,20529,5641,2023,7
84,38,901698,75115,35575,19417,7279,10698,5477,2688,7
74,43,503984,47664,20240,50366,19743,21368,5275,729,7
75,53,1010,99098,46760,30810,19426,13414,7197,4269,7
61,40,552919,195213,23477,16986,45649,28687,14869,2329,7
64,50,26752,52820,42127,49065,14306,15804,5078,3450,7
64,61,158281,65389,37831,25457,4579,16337,2751,3011,7
67,64,408267,6278,27902,6818,1889,4410,2489,1257,7
63,69,7841,12454,28549,28461,36984,7669,1418,3728,7
64,74,20159,13300,37658,21123,11349,10740,2957,1116,7
60,66,627375,277319,80008,23845,26452,28030,5933,3447,7
47,51,813352,309319,109131,30939,37725,14235,9107,2724,7
47,51,1838848,32356,20612,18980,9590,17893,1782,1209,7
64,50,57839,3149,4071,10158,3993,10379,1225,929,7
75,43,12568,24954,23129,26097,14628,28934,4851,1118,7
77,54,446636,38783,46692,39385,15402,10856,2010,4317,7
81,69,39639,31762,132475,21791,5185,8659,6210,3700,7
77,67,50840,21814,18962,4051,4684,16132,4434,3296,7
64,67,7093,38254,20029,25417,13038,11984,4002,2867,7
74,69,29525,8368,26620,15350,8458,8004,4854,2702,7
80,70,8960,20304,179804,21231,6024,20111,3873,4649,7
53,66,69642,209640,19743,49234,16513,10151,4359,1881,7
43,70,42294,31493,114224,5535,49699,8727,2454,2228,7
44,63,683115,45874,6241,33626,23706,15749,7497,2020,7
43,57,34563,21800,91512,9969,12716,10181,5329,3125,7
60,64,298292,33493,26814,6809,4627,10577,6909,2112,7
66,64,178648,24958,81406,6754,36432,11938,4965,2028,7
54,66,57868,87552,61513,11201,10632,12200,4280,998,7
60,61,146743,22404,65160,28485,32527,14153,9498,5091,7
57,57,493712,70977,22817,23526,11195,14335,6402,2875,7
57,57,414226,20097,6480,8796,28141,8095,2783,971,7
53,54,32723,23576,15291,3675,2774,3005,613,1335,7
47,44,270254,264749,28092,26122,34077,11344,5280,1526,7
29,43,2452142,99326,103507,49400,23307,7357,5582,986,7
10,44,877849,76696,35826,21009,11901,2671,1764,1084,7
13,48,151101,109265,46331,87786,15841,20063,10577,13230,7
11,61,483403,48767,42378,11222,3844,3247,3100,1316,7
23,56,383279,104934,53430,35620,32394,15757,4671,2607,7
40,50,31085,129453,30337,50836,21985,12902,3669,3535,5
35,37,1312644,881003,158165,25752,83749,23890,4531,2861,5
35,40,840675,57512,26914,26651,2583,11205,2842,1037,5
48,44,5064,3664,24082,13614,13196,14565,5101,1707,5
61,47,4577,42771,46227,10346,24523,21915,2994,5891,5
83,63,2761,24034,54879,21358,9499,14722,5269,1498,5
80,63,53870,45951,9409,33125,4985,6363,3104,2546,5
60,54,417035,244458,77352,24462,24724,17807,5747,3937,5
47,67,35844,13599,99797,32666,16319,8547,2222,1106,5
56,56,7304,13438,9721,6711,18900,11953,4610,3685,5
63,54,649987,7539,3846,5095,5234,2234,777,752,5
67,57,83495,9852,13772,44128,9693,7728,3941,2125,5
47,54,385412,137399,1840,42755,11223,9390,5927,2391,5
41,56,17765,67016,44575,36602,16545,13785,2241,1310,5
57,60,18740,28864,65283,13184,12589,22363,3506,1813,5
57,48,623465,116830,34287,40548,12305,23723,2547,2165,5
67,57,11393,44576,17979,9750,26745,15531,11239,2318,5
61,56,126499,68978,57676,54082,19917,18919,7700,2497,5
61,61,91635,33324,48867,18873,19905,13164,4628,9498,5
75,48,509390,18770,6491,4462,5763,4819,1714,1431,5
63,64,2818,23920,73876,39352,6041,10470,4070,1770,5
56,57,2137700,119204,52388,18168,10313,11470,3861,5629,5
69,54,12304,12983,6987,17884,8769,15694,4590,4315,5
53,40,597607,477677,12330,10936,11975,16674,7317,2356,5
69,30,4593,11861,15583,9863,4402,13141,8808,4702,5
56,24,540330,288171,27540,42284,14101,7108,4774,1240,5
50,27,15995,4975,17686,14784,22336,8551,5100,1294,5
61,43,648490,25546,9534,4437,6611,3761,1582,1314,5
64,47,12787,17235,42111,21550,5335,32949,2324,783,5
96,47,441482,48593,12514,8668,26816,26145,4970,2111,5
96,44,465025,22075,14384,15553,7001,11983,5178,2385,5
94,44,1431726,82461,35179,10843,15199,11112,6272,2759,5
81,47,25919,28891,95930,15887,22917,17998,1387,1775,5
57,57,342344,130774,140078,28641,39099,14223,9261,5266,5
51,63,78376,28107,102555,12269,23962,17962,7623,1977,5
51,61,885701,195240,47273,16881,9391,21993,6684,4313,5
56,60,10574,28148,53898,16166,16211,16617,4543,2898,5
66,69,7597,4290,19011,60065,8263,9955,2403,3684,5
50,74,5484,13579,82996,16992,23993,3082,3639,6166,5
48,84,10454,48118,57302,38269,15705,8237,3245,2641,5
37,84,1116108,30187,33918,34781,15654,7128,3655,5669,5
26,69,663945,201977,58961,36185,7965,14557,3427,6396,5
37,66,18497,74664,163657,111054,33376,24306,5040,6353,5
41,67,1261277,67330,74114,73448,15418,21150,6140,4139,5
50,67,348242,45913,101120,21024,13059,26292,5841,3108,5
63,77,47560,17412,26037,28954,20108,11423,4449,2112,5
67,57,2024999,101391,10877,15985,15141,15170,4388,1029,5
56,48,2682989,522320,134803,78811,58309,26487,5603,1701,5
54,41,23187,8264,4544,8291,3617,4097,772,1287,5
41,47,70091,45782,16692,3342,8341,2415,1261,259,5
60,57,39424,3703,38121,10020,14986,9146,5071,2003,5
60,57,175941,52119,46225,29631,15612,11632,4108,4155,5
54,61,36960,16556,39861,13493,14342,10835,3815,2575,5
60,66,180587,106355,51343,36542,14458,10965,5220,2145,5
67,53,56074,25804,10920,4561,15237,14674,3582,2603,5
67,50,66317,79646,25155,37958,15386,14287,3425,2775,5
78,41,52309,18838,12388,15239,23834,14544,6741,2433,5
83,56,6786,15173,96199,38217,6181,14851,5253,2995,5
78,69,13096,9871,52203,22957,9157,19220,8057,2917,5
70,66,2090225,155168,31521,29601,13463,10934,7034,4286,5
61,75,48497,45670,109669,23605,27634,23265,5981,9790,5
53,66,1978367,57943,32594,76302,12990,7528,8839,5983,5
38,66,9673,49673,113752,44963,27123,11567,3459,3598,5
54,74,19187,20000,27474,11067,14235,14190,3521,1059,5
48,74,778212,68457,158240,12090,12460,17769,8648,2846,5
57,63,555214,243220,79525,21823,11278,33589,9034,2874,5
57,57,189802,51363,31620,65725,32306,9590,5705,2954,5
41,56,258436,83294,49462,11485,4700,6621,2128,2419,5
35,51,159067,138217,145417,17633,40310,13183,9622,5254,5
26,56,405993,177781,169421,8266,41514,18167,4198,7389,5
40,53,6601,29863,18645,14031,12356,14195,7563,7880,5
37,43,741214,371845,43380,26068,17048,13622,4055,1262,5
48,48,847568,14814,86633,5012,10232,12182,4414,9492,5
40,43,302696,89896,29450,9846,21591,12874,5889,3957,5
57,54,58715,4064,53261,39570,18625,24781,7106,5696,5
51,47,623243,17766,16902,2915,4235,2173,502,919,5
60,50,282419,64563,22522,18806,13658,20785,5763,5048,5
60,51,480324,284170,76549,8253,13070,13368,5103,1970,5
43,51,52244,41066,85030,32634,14476,9156,4783,4006,5
43,50,543740,98082,62949,41846,35631,11762,3940,3513,5
21,40,255931,175392,15052,5239,7352,6022,877,619,5
29,53,24674,27504,47032,18905,7004,6791,4484,3544,5
47,47,3170,27152,28117,6544,6537,16731,4749,1741,5
51,50,511153,38027,38391,51417,11713,11777,2402,1294,5
53,57,251158,259920,51180,35358,29438,12303,8343,4314,5
60,60,7605,14092,56815,33259,9374,13589,2161,2864,5
51,60,512469,58441,22649,31658,6914,14494,4839,1281,5
53,66,10333,10653,105609,7359,10237,13262,4756,3371,5
37,63,748455,113536,15229,7455,7966,4228,2193,1313,5
41,69,7890,15223,49286,11165,8932,14380,2730,3016,5
30,53,824402,216047,73244,21344,20011,12602,4320,2474,5
27,43,81473,162753,72517,49280,13110,7323,2285,9240,5
30,43,360106,243227,27430,23463,12839,14196,3412,1556,5
17,35,1816469,215894,113157,15577,33750,17825,7994,3605,5
34,44,7640,32698,49391,17821,7677,15865,3607,3555,5
47,44,1084797,124294,70263,42844,20219,22125,2009,4587,5
61,60,7078,23573,51975,6999,8335,16230,5843,1163,5
63,75,2219,14002,114146,5875,7758,8529,3851,1901,5
75,75,2177,7753,38475,9103,7801,24316,8127,1617,5
74,77,1888466,58187,50322,18245,8849,10444,8709,1793,5
61,75,201264,56931,77837,43465,50469,11558,7280,1536,5
67,60,144679,73334,36446,20795,19379,13488,9577,1882,5
44,48,792735,197071,47410,12460,20895,13965,10089,4682,5
50,38,1024559,155855,19338,25307,24714,26692,3476,2536,5
53,26,185676,81100,8299,19412,20248,10732,1366,871,5
63,14,1382157,115362,10038,6827,19283,31837,5087,1610,5
69,24,549200,37214,33321,8574,3479,7826,6099,1552,5
34,48,1047917,285061,41811,66760,43641,6434,2034,2241,7
20,54,41914,215296,169559,78179,32681,11614,8665,3921,7
3,47,50251,72635,101828,36529,11950,5832,6663,3710,7
24,47,128901,79276,10189,24473,12354,11735,6062,3338,7
51,43,9817,28006,23499,17453,19540,19086,8942,3239,7
64,51,18515,29475,5183,26762,5907,15035,3681,2140,7
81,48,11124,52345,59213,28154,21306,20161,3859,3929,7
51,50,933023,144753,37655,114484,59333,23046,5184,1513,7
54,48,73109,25478,20946,9492,11575,16318,7898,1689,7
53,47,119609,41270,10015,41226,24063,12181,4403,1890,7
80,47,22745,42412,12560,18385,29456,19244,7683,2451,7
78,51,37910,20873,32034,39217,17607,6209,2833,3386,7
60,56,81517,84808,70284,61749,34802,13244,7665,2983,7
66,54,35752,30336,13586,12344,7045,13147,5732,2252,7
48,63,821832,20425,13899,24343,9260,2606,2064,903,7
64,50,33970,16332,2061,7013,6560,8725,4984,8439,7
83,51,2002,17713,36308,19280,4858,19847,3457,1582,7
83,61,6305,9797,42546,27546,17578,19518,2655,2227,7
87,56,69401,102080,76330,21782,27636,11356,20300,5026,7
84,63,4633,7162,2575,16877,16536,7313,6042,1307,7
77,51,113582,44806,13360,6762,9299,8383,7228,7490,7
84,41,5972,7220,18110,7716,34229,17154,8296,5298,7
97,47,1562,14284,24873,21327,8125,12694,2730,1757,7
87,56,5573,23114,88339,22612,13480,13890,6863,1839,7
84,64,12216,34521,44449,20607,18456,12748,5310,2270,7
87,64,16664,20554,19119,8625,6547,34518,11758,1625,7
70,60,91698,103213,24765,78164,23015,13016,11512,5068,7
64,53,832637,178266,77401,88332,9982,20722,9291,4604,7
57,53,4062,13957,19837,20517,14908,4438,6907,3548,7
35,48,214952,150636,12672,30727,18236,13368,3339,4422,7
35,53,248596,85420,99308,36841,8979,13406,3806,6721,7
54,53,7525,8145,23231,12164,13004,17974,6135,2682,7
38,47,152550,54984,24461,4594,4867,1469,699,853,7
48,53,18534,26608,4195,19803,7854,8813,7181,6928,7
54,48,10916,18060,1698,23899,8993,6076,3263,5945,7
50,50,24933,22970,14666,68298,20574,25346,6652,1471,7
57,51,957958,74434,21665,42536,23625,5508,3238,4210,7
50,54,64591,71613,43175,43765,27596,13012,6519,1911,7
50,50,441947,47298,11579,13937,20638,8946,1989,2092,7
43,47,643122,33433,38563,9703,16142,11194,11497,3630,7
60,48,4316,19653,13123,14639,4059,9880,4365,2734,7
64,43,19924,33491,12200,6323,9672,5729,7834,4058,7
70,40,13939,24267,7864,2065,8112,9187,4023,2682,7
63,35,520771,102828,14283,38065,23515,9826,4411,3487,7
56,41,32540,12677,29412,16434,6914,6995,5177,2741,7
50,50,21586,37122,144462,3215,55099,9361,6729,2018,7
38,64,31191,27565,31574,35281,10116,7488,6709,1754,7
38,64,686055,1190939,739560,367407,328892,178419,130663,121981,7
38,64,1794930,37892,30122,36866,49340,38863,22143,5210,7
8,26,599791,59979,23933,6855,5071,4255,1005,976,7
24,43,57761,25869,58955,38228,16969,13044,4430,2772,7
24,50,1593480,184462,86711,23584,23659,6449,5673,1887,7
27,50,31120,90667,58277,13664,14592,17593,3447,1887,7
41,60,671387,15104,71842,29085,34918,18807,1981,1345,7
35,60,23690,27656,34247,35421,9143,5325,4814,1182,7
54,61,129107,9017,6006,4271,2700,3070,1068,587,7
51,69,225411,27802,45328,114824,40917,15948,1097,2185,7
47,63,43310,70471,41355,19625,24196,13973,7305,3468,7
56,60,16138,12852,44432,6332,25825,9976,2216,1870,7
60,57,5172,38268,82562,40701,12287,13555,4996,2855,7
66,70,1360,7056,96368,13480,12180,24257,9519,2956,7
60,80,24487,16931,155953,14687,10670,14779,1500,1406,7
50,80,1255487,160396,43243,71592,27280,24061,5804,4668,7
61,78,17134,9187,34427,10561,3557,14562,4899,2454,7
57,69,49660,33999,30041,16382,7183,10255,7389,4329,7
80,51,60136,37955,15354,23381,24014,25532,5241,2512,7
60,40,730139,205561,38697,54058,20746,12858,5128,14713,7
63,40,168669,50669,68718,12771,27066,27344,2907,4857,4
63,48,14920,22245,2432,62392,15622,12604,4247,1441,4
74,44,18332,15254,16753,11676,17550,12503,3357,2141,4
70,44,93278,39630,15901,32739,7638,15262,4449,2520,4
63,50,20663,25279,73316,41144,7484,8065,4206,3514,4
67,53,702731,69366,3743,27423,17125,21005,4845,3814,4
51,50,122367,100477,19637,35945,22472,8450,9861,3563,4
43,56,161587,66733,123607,15387,15564,15751,6386,9872,4
51,53,61987,16826,31102,46639,15864,10868,4312,1158,4
37,60,68173,84052,25983,57677,8568,8255,8592,1663,4
40,77,1091976,78932,247179,29975,9964,13287,5683,3796,4
51,66,2016,27917,6636,17436,5262,17813,4155,2007,4
56,69,15783,28283,39062,25063,10783,7880,5071,1863,4
44,63,209059,102611,76042,19258,11752,9803,8737,2608,4
64,50,89034,14352,5479,9789,8457,8819,3770,3429,4
54,50,143002,37228,11260,20062,24824,8953,5086,3690,4
69,44,9177,17776,17813,22313,7746,24020,6329,1664,4
69,54,926686,30379,51118,71041,5346,7799,5535,2070,4
63,54,72516,48610,28637,8421,25420,12742,4521,2938,4
66,61,3218,17239,18915,44212,30880,13463,3289,2085,4
60,63,6618,22784,43547,7735,10551,15222,2063,6395,4
56,53,617203,193355,97466,54391,27524,13224,2394,3807,4
50,63,98245,24284,61697,8661,9591,6934,9130,3737,4
47,66,111425,26905,46437,21925,13030,12485,9814,3235,4
43,56,47817,44982,5919,16533,11061,8600,9889,2591,4
53,56,1437494,21233,8921,11168,5716,4483,2264,2926,4
74,47,39694,8973,16202,4477,12424,17412,5738,2150,4
84,40,6760,17211,16598,6158,8403,14820,2437,1351,4
83,51,9343,9464,16023,40168,21009,7376,1813,2634,4
75,47,883728,82246,21777,3703,9974,5904,2682,1855,4
51,56,7763,27103,68722,13430,6195,6234,2737,3170,4
47,57,3570,13086,11517,28289,12569,12248,3565,3307,4
44,60,763942,162687,35249,25778,9352,11018,5376,3595,4
51,44,303865,193021,28521,35983,18455,27639,2850,3562,4
51,54,4375,10455,53105,19588,11560,11939,6341,2582,4
67,67,10264,7481,64956,16702,11542,19396,4904,5583,4
74,83,4055,20139,73614,4383,8410,17161,3567,3226,4
61,84,168690,24202,121436,67108,20693,10242,3579,2895,4
51,81,32508,65389,84231,14420,6227,7680,6425,3412,4
44,74,757414,163708,48769,78014,23694,31277,5173,2210,4
37,75,2743,27556,86269,15434,6096,11998,4624,2191,4
50,66,1641030,51323,110487,10113,5957,33740,3491,1245,4
54,74,7972,16878,71287,35094,9094,10570,3269,3009,4
60,80,2233,13317,33526,16340,9233,12848,3649,2181,4
56,69,373028,100851,14693,58747,7285,10766,8434,1885,4
44,67,45291,38294,31711,24316,7014,5717,3083,1972,4
50,60,505165,47059,41625,12675,11742,12525,4490,5576,4
44,61,13674,26128,13616,73188,3573,13331,3920,2260,4
50,50,1471592,404212,19899,41331,43265,51979,9393,3542,4
44,43,429952,168285,31260,59766,12443,8232,2884,907,4
47,34,223513,60438,8180,9339,13509,11696,1705,809,4
30,24,931072,157497,30659,76350,30253,8326,4827,2720,4
24,29,1483154,302414,68969,17825,25930,17219,8765,2686,4
37,24,138243,184447,35311,20687,24535,27132,5335,4802,4
47,26,8627,31084,6059,14240,16669,18694,6065,2652,4
60,27,1415983,116352,104848,24536,39914,30070,8058,3709,4
41,38,452884,333679,36638,95457,29988,10359,7799,5653,4
38,50,38725,17784,46752,11025,4719,22042,6112,3429,4
40,57,13142,25173,94455,10267,11763,17342,5186,3880,4
51,63,2395,31091,35350,23330,4995,12562,6916,4025,4
83,69,18967,8266,18499,19458,11338,22547,3076,2551,4
64,63,263808,174909,47111,53979,5776,12236,9108,3946,4
63,57,81831,29225,11513,32429,10069,7988,7186,3011,4
51,56,273806,99960,97240,31706,7326,11995,2207,2120,4
26,53,102597,77052,8352,52361,22730,5842,5712,2073,4
34,67,32201,19443,79663,111168,13309,15132,5224,4970,4
35,81,15895,5938,114324,20311,3122,18890,3734,3171,4
43,75,269994,113009,55914,34641,28145,26098,9411,4129,4
48,84,10167,35776,150649,9115,21261,12653,4213,3289,4
53,74,486026,50994,26475,37852,23562,13773,6336,2003,4
53,57,6486,33245,38433,5890,11444,11282,3457,3826,4
60,63,4538,20100,17946,23724,12933,15595,1851,5711,4
57,57,848541,92396,89384,75635,44696,15244,4597,3866,4
53,53,2238211,247989,106595,36408,31436,23636,11358,2929,4
35,54,606303,203988,128681,70366,29556,9551,4232,3518,4
20,50,104328,106331,53663,20291,13107,12266,2826,3586,4
26,43,947710,70584,13193,24387,11015,11611,4228,2233,4
27,44,37740,50604,12124,27264,14142,6647,3551,1793,4
27,30,767704,389053,30423,41482,58940,12070,10550,1853,4
27,37,240658,98585,150770,22012,17778,16617,4098,4130,4
29,41,93309,51378,37950,17687,8896,13079,4466,2866,4
26,35,705633,62730,11279,5172,9830,4571,1287,1074,4
38,40,1180338,209995,28992,43404,29689,23396,3551,3473,4
47,38,15166,19030,18856,22174,10913,8001,4654,2880,4
53,35,1172276,93198,55278,17378,19008,33818,8637,4699,4
48,38,862042,83991,19695,9310,10122,4095,3189,2420,4
41,35,277005,215622,19798,27839,29744,10879,5643,3039,4
40,21,209511,149085,21376,15376,27399,20657,6197,2534,4
21,17,982411,75612,41361,4992,8753,8801,6050,4435,4
26,37,41867,49700,92749,48056,17129,12787,5987,4000,4
26,41,188301,93555,20536,26440,11814,16127,4747,2997,4
40,51,209532,68617,49512,12539,19604,8914,9902,2246,4
38,56,79389,131445,177660,67918,55428,24189,4406,2912,4
40,51,730353,29639,16507,14111,5597,4170,1043,1595,4
43,61,26125,26525,58289,14615,6074,16645,4940,2982,4
43,61,286278,132842,103776,7560,14601,14569,6431,1917,4
54,57,18524,39879,33186,23214,11096,18939,6855,3699,4
56,44,741502,103092,5624,11925,13887,9657,10830,2124,4
63,47,28614,6085,60513,18844,10842,29208,6732,1495,4
61,37,640790,266022,45434,18663,43447,18433,4273,2908,4
37,29,1032412,238012,344347,195617,331903,459007,66043,36765,4
37,29,2502734,45411,17541,6639,23742,20689,9883,3658,4
37,29,1040028,111478,12214,2368,12047,12657,4904,1136,4
37,34,137544,15351,2845,788,783,1592,816,182,4
24,26,1202568,45375,23674,26431,14387,9833,3175,650,4
21,26,1487221,290201,30949,33499,36596,14743,3956,3855,4
38,35,296397,94857,68261,51332,17697,17557,4390,4598,4
50,48,25451,6804,2621,34065,8654,11826,2564,3056,4
50,51,25983,34991,68888,10118,17302,10819,3780,3218,4
44,41,286308,21897,493,1824,1920,1437,198,108,4
24,35,2938958,37327,1771,20814,7364,2508,1749,1138,4
24,17,1296602,532920,77852,27728,145299,53848,4722,3497,4
23,14,691287,95808,29895,10067,14846,4260,1672,717,4
20,16,615382,45789,5672,552,1978,2310,1610,219,4
61,50,2364755,569825,222845,232973,153128,175024,28049,8372,7
78,48,360197,132499,34148,56741,21172,34069,1837,815,7
78,48,2365392,68770,17835,22218,6535,3916,1640,660,7
78,48,249197,23168,5824,2893,9677,6389,1807,240,7
75,44,1410559,163529,42539,27811,20247,14597,5655,2274,7
57,35,2365702,117337,11568,5784,5132,7766,1552,819,7
47,26,468885,129589,4320,22904,21424,14208,4701,980,7
29,23,1397827,111807,32673,18904,22216,4967,2730,1257,7
34,20,1116518,332224,44608,36165,19754,33467,3965,3184,7
30,27,190832,87490,73718,28181,7020,12452,3672,2159,7
26,27,1234687,466298,45531,44542,20623,31721,6744,2274,7
20,20,538851,377386,11096,37434,24619,6006,6439,2301,7
